ibge7,ibge6,nome,uf,slug,n_ubs
3139102,313910,Madre de Deus de Minas,MG,madre_de_deus_de_minas,2
2508703,250870,Mãe d'Água,PB,mae_d_agua,3
1504059,150405,Mãe do Rio,PA,mae_do_rio,11
2919959,291995,Maetinga,BA,maetinga,6
4210100,421010,Mafra,SC,mafra,21
1504109,150410,Magalhães Barata,PA,magalhaes_barata,10
2106300,210630,Magalhães de Almeida,MA,magalhaes_de_almeida,7
3528304,352830,Magda,SP,magda,1
3302502,330250,Magé,RJ,mage,83
2920007,292000,Maiquinique,BA,maiquinique,4
2920106,292010,Mairi,BA,mairi,36
3528403,352840,Mairinque,SP,mairinque,18
3528502,352850,Mairiporã,SP,mairipora,18
5212600,521260,Mairipotaba,GO,mairipotaba,1
4210209,421020,Major Gercino,SC,major_gercino,9
2704401,270440,Major Isidoro,AL,major_isidoro,7
2407252,240725,Major Sales,RN,major_sales,4
4210308,421030,Major Vieira,SC,major_vieira,4
3139201,313920,Malacacheta,MG,malacacheta,10
2920205,292020,Malhada,BA,malhada,7
2920304,292030,Malhada de Pedras,BA,malhada_de_pedras,6
2803807,280380,Malhada dos Bois,SE,malhada_dos_bois,5
2803906,280390,Malhador,SE,malhador,8
4113908,411390,Mallet,PR,mallet,8
2508802,250880,Malta,PB,malta,4
2508901,250890,Mamanguape,PB,mamanguape,21
5212709,521270,Mambaí,GO,mambai,4
4114005,411400,Mamborê,PR,mambore,6
3139250,313925,Mamonas,MG,mamonas,6
4311734,431173,Mampituba,RS,mampituba,3
1302504,130250,Manacapuru,AM,manacapuru,21
2509008,250900,Manaíra,PB,manaira,7
1302553,130255,Manaquiri,AM,manaquiri,3
2609154,260915,Manari,PE,manari,10
1302603,130260,Manaus,AM,manaus,272
1200336,120033,Mâncio Lima,AC,mancio_lima,18
4114104,411410,Mandaguaçu,PR,mandaguacu,5
4114203,411420,Mandaguari,PR,mandaguari,8
4114302,411430,Mandirituba,PR,mandirituba,9
3528601,352860,Manduri,SP,manduri,5
4114351,411435,Manfrinópolis,PR,manfrinopolis,4
3139300,313930,Manga,MG,manga,8
3302601,330260,Mangaratiba,RJ,mangaratiba,17
4114401,411440,Mangueirinha,PR,mangueirinha,11
3139409,313940,Manhuaçu,MG,manhuacu,28
3139508,313950,Manhumirim,MG,manhumirim,9
1302702,130270,Manicoré,AM,manicore,13
2205904,220590,Manoel Emídio,PI,manoel_emidio,6
4114500,411450,Manoel Ribas,PR,manoel_ribas,6
1200344,120034,Manoel Urbano,AC,manoel_urbano,4
4311759,431175,Manoel Viana,RS,manoel_viana,3
2920403,292040,Manoel Vitorino,BA,manoel_vitorino,5
2920452,292045,Mansidão,BA,mansidao,8
3139607,313960,Mantena,MG,mantena,13
3203304,320330,Mantenópolis,ES,mantenopolis,7
4311775,431177,Maquiné,RS,maquine,4
3139805,313980,Mar de Espanha,MG,mar_de_espanha,3
2704906,270490,Mar Vermelho,AL,mar_vermelho,2
5212808,521280,Mara Rosa,GO,mara_rosa,6
1302801,130280,Maraã,AM,maraa,6
1504208,150420,Marabá,PA,maraba,25
3528700,352870,Marabá Paulista,SP,maraba_paulista,4
2106326,210632,Maracaçumé,MA,maracacume,10
3528809,352880,Maracaí,SP,maracai,5
4210407,421040,Maracajá,SC,maracaja,3
5005400,500540,Maracaju,MS,maracaju,16
1504307,150430,Maracanã,PA,maracana,20
2307650,230765,Maracanaú,CE,maracanau,35
2920502,292050,Maracás,BA,maracas,14
2704500,270450,Maragogi,AL,maragogi,10
2920601,292060,Maragogipe,BA,maragogipe,16
2609204,260920,Maraial,PE,maraial,6
2106359,210635,Marajá do Sena,MA,maraja_do_sena,5
2307700,230770,Maranguape,CE,maranguape,37
2106375,210637,Maranhãozinho,MA,maranhaozinho,6
1504406,150440,Marapanim,PA,marapanim,24
3528858,352885,Marapoama,SP,marapoama,2
4311791,431179,Maratá,RS,marata,1
3203320,320332,Marataízes,ES,marataizes,15
4311809,431180,Marau,RS,marau,17
2920700,292070,Maraú,BA,marau,15
2704609,270460,Maravilha,AL,maravilha,10
4210506,421050,Maravilha,SC,maravilha,12
3139706,313970,Maravilhas,MG,maravilhas,4
2509057,250905,Marcação,PB,marcacao,5
5105580,510558,Marcelândia,MT,marcelandia,4
4311908,431190,Marcelino Ramos,RS,marcelino_ramos,3
2407302,240730,Marcelino Vieira,RN,marcelino_vieira,4
2920809,292080,Marcionílio Souza,BA,marcionilio_souza,8
2307809,230780,Marco,CE,marco,10
2205953,220595,Marcolândia,PI,marcolandia,4
2206001,220600,Marcos Parente,PI,marcos_parente,3
4114609,411460,Marechal Cândido Rondon,PR,marechal_candido_rondon,21
2704708,270470,Marechal Deodoro,AL,marechal_deodoro,23
3203346,320334,Marechal Floriano,ES,marechal_floriano,13
1200351,120035,Marechal Thaumaturgo,AC,marechal_thaumaturgo,5
4210555,421055,Marema,SC,marema,1
2509107,250910,Mari,PB,mari,16
3139904,313990,Maria da Fé,MG,maria_da_fe,9
4114708,411470,Maria Helena,PR,maria_helena,7
4114807,411480,Marialva,PR,marialva,11
3140001,314000,Mariana,MG,mariana,37
4311981,431198,Mariana Pimentel,RS,mariana_pimentel,2
4312005,431200,Mariano Moro,RS,mariano_moro,2
1712504,171250,Marianópolis do Tocantins,TO,marianopolis_do_tocantins,3
3528908,352890,Mariápolis,SP,mariapolis,2
2704807,270480,Maribondo,AL,maribondo,6
3302700,330270,Maricá,RJ,marica,32
3140100,314010,Marilac,MG,marilac,2
3203353,320335,Marilândia,ES,marilandia,10
4114906,411490,Marilândia do Sul,PR,marilandia_do_sul,4
4115002,411500,Marilena,PR,marilena,1
3529005,352900,Marília,SP,marilia,60
4115101,411510,Mariluz,PR,mariluz,3
4115200,411520,Maringá,PR,maringa,42
3529104,352910,Marinópolis,SP,marinopolis,2
3140159,314015,Mário Campos,MG,mario_campos,5
4115309,411530,Mariópolis,PR,mariopolis,3
4115358,411535,Maripá,PR,maripa,4
3140209,314020,Maripá de Minas,MG,maripa_de_minas,2
1504422,150442,Marituba,PA,marituba,22
2509156,250915,Marizópolis,PB,marizopolis,3
3140308,314030,Marliéria,MG,marlieria,3
4115408,411540,Marmeleiro,PR,marmeleiro,9
3140407,314040,Marmelópolis,MG,marmelopolis,2
4312054,431205,Marques de Souza,RS,marques_de_souza,3
4115457,411545,Marquinho,PR,marquinho,2
3140506,314050,Martinho Campos,MG,martinho_campos,5
2307908,230790,Martinópole,CE,martinopole,12
3529203,352920,Martinópolis,SP,martinopolis,14
2407401,240740,Martins,RN,martins,7
3140530,314053,Martins Soares,MG,martins_soares,4
2804003,280400,Maruim,SE,maruim,8
4115507,411550,Marumbi,PR,marumbi,2
5212907,521290,Marzagão,GO,marzagao,1
2920908,292090,Mascote,BA,mascote,8
2308005,230800,Massapê,CE,massape,15
2206050,220605,Massapê do Piauí,PI,massape_do_piaui,8
2509206,250920,Massaranduba,PB,massaranduba,10
4210605,421060,Massaranduba,SC,massaranduba,8
4312104,431210,Mata,RS,mata,2
2921005,292100,Mata de São João,BA,mata_de_sao_joao,21
2705002,270500,Mata Grande,AL,mata_grande,8
2106409,210640,Mata Roma,MA,mata_roma,18
3140555,314055,Mata Verde,MG,mata_verde,2
3529302,352930,Matão,SP,matao,19
2509305,250930,Mataraca,PB,mataraca,9
1712702,171270,Mateiros,TO,mateiros,1
4115606,411560,Matelândia,PR,matelandia,7
3140605,314060,Materlândia,MG,materlandia,2
3140704,314070,Mateus Leme,MG,mateus_leme,15
3171501,317150,Mathias Lobato,MG,mathias_lobato,4
3140803,314080,Matias Barbosa,MG,matias_barbosa,5
3140852,314085,Matias Cardoso,MG,matias_cardoso,7
2206100,220610,Matias Olímpio,PI,matias_olimpio,5
2921054,292105,Matina,BA,matina,7
2106508,210650,Matinha,MA,matinha,13
2509339,250933,Matinhas,PB,matinhas,5
4115705,411570,Matinhos,PR,matinhos,7
3140902,314090,Matipó,MG,matipo,12
4312138,431213,Mato Castelhano,RS,mato_castelhano,1
2509370,250937,Mato Grosso,PB,mato_grosso,3
4312153,431215,Mato Leitão,RS,mato_leitao,2
4312179,431217,Mato Queimado,RS,mato_queimado,4
4115739,411573,Mato Rico,PR,mato_rico,4
3141009,314100,Mato Verde,MG,mato_verde,9
2106607,210660,Matões,MA,matoes,11
2106631,210663,Matões do Norte,MA,matoes_do_norte,11
4210704,421070,Matos Costa,SC,matos_costa,2
3141108,314110,Matozinhos,MG,matozinhos,13
5212956,521295,Matrinchã,GO,matrincha,3
2705101,270510,Matriz de Camaragibe,AL,matriz_de_camaragibe,10
5105606,510560,Matupá,MT,matupa,9
2509396,250939,Maturéia,PB,matureia,4
3141207,314120,Matutina,MG,matutina,3
3529401,352940,Mauá,SP,maua,25
4115754,411575,Mauá da Serra,PR,maua_da_serra,6
1302900,130290,Maués,AM,maues,20
5213004,521300,Maurilândia,GO,maurilandia,5
1712801,171280,Maurilândia do Tocantins,TO,maurilandia_do_tocantins,2
2308104,230810,Mauriti,CE,mauriti,29
2407500,240750,Maxaranguape,RN,maxaranguape,6
4312203,431220,Maximiliano de Almeida,RS,maximiliano_de_almeida,1
1600402,160040,Mazagão,AP,mazagao,36
3141306,314130,Medeiros,MG,medeiros,2
2921104,292110,Medeiros Neto,BA,medeiros_neto,17
4115804,411580,Medianeira,PR,medianeira,13
1504455,150445,Medicilândia,PA,medicilandia,11
3141405,314140,Medina,MG,medina,10
4210803,421080,Meleiro,SC,meleiro,6
1504505,150450,Melgaço,PA,melgaco,10
3302809,330280,Mendes,RJ,mendes,13
3141504,314150,Mendes Pimentel,MG,mendes_pimentel,3
3529500,352950,Mendonça,SP,mendonca,2
4115853,411585,Mercedes,PR,mercedes,4
3141603,314160,Mercês,MG,merces,9
3529609,352960,Meridiano,SP,meridiano,2
2308203,230820,Meruoca,CE,meruoca,11
3529658,352965,Mesópolis,SP,mesopolis,1
3302858,330285,Mesquita,RJ,mesquita,27
3141702,314170,Mesquita,MG,mesquita,3
2705200,270520,Messias,AL,messias,6
2407609,240760,Messias Targino,RN,messias_targino,4
2206209,220620,Miguel Alves,PI,miguel_alves,20
2921203,292120,Miguel Calmon,BA,miguel_calmon,13
2206308,220630,Miguel Leão,PI,miguel_leao,5
3302908,330290,Miguel Pereira,RJ,miguel_pereira,27
3529708,352970,Miguelópolis,SP,miguelopolis,10
2308302,230830,Milagres,CE,milagres,17
2921302,292130,Milagres,BA,milagres,6
2106672,210667,Milagres do Maranhão,MA,milagres_do_maranhao,5
2308351,230835,Milhã,CE,milha,11
2206357,220635,Milton Brandão,PI,milton_brandao,8
5213053,521305,Mimoso de Goiás,GO,mimoso_de_goias,2
3203403,320340,Mimoso do Sul,ES,mimoso_do_sul,14
5213087,521308,Minaçu,GO,minacu,9
2705309,270530,Minador do Negrão,AL,minador_do_negrao,4
4312252,431225,Minas do Leão,RS,minas_do_leao,3
3141801,314180,Minas Novas,MG,minas_novas,14
3141900,314190,Minduri,MG,minduri,2
5213103,521310,Mineiros,GO,mineiros,11
3529807,352980,Mineiros do Tietê,SP,mineiros_do_tiete,3
1101203,110120,Ministro Andreazza,RO,ministro_andreazza,3
3530003,353000,Mira Estrela,SP,mira_estrela,2
3142007,314200,Mirabela,MG,mirabela,9
3529906,352990,Miracatu,SP,miracatu,10
3303005,330300,Miracema,RJ,miracema,17
1713205,171320,Miracema do Tocantins,TO,miracema_do_tocantins,8
2106706,210670,Mirador,MA,mirador,12
4115903,411590,Mirador,PR,mirador,2
3142106,314210,Miradouro,MG,miradouro,8
4312302,431230,Miraguaí,RS,miraguai,4
3142205,314220,Miraí,MG,mirai,6
2308377,230837,Miraíma,CE,miraima,6
5005608,500560,Miranda,MS,miranda,22
2106755,210675,Miranda do Norte,MA,miranda_do_norte,9
2609303,260930,Mirandiba,PE,mirandiba,8
3530102,353010,Mirandópolis,SP,mirandopolis,10
2921401,292140,Mirangaba,BA,mirangaba,21
1713304,171330,Miranorte,TO,miranorte,4
2921450,292145,Mirante,BA,mirante,5
1101302,110130,Mirante da Serra,RO,mirante_da_serra,2
3530201,353020,Mirante do Paranapanema,SP,mirante_do_paranapanema,10
4116000,411600,Miraselva,PR,miraselva,1
3530300,353030,Mirassol,SP,mirassol,8
5105622,510562,Mirassol d'Oeste,MT,mirassol_d_oeste,12
3530409,353040,Mirassolândia,SP,mirassolandia,1
3142254,314225,Miravânia,MG,miravania,8
4210852,421085,Mirim Doce,SC,mirim_doce,1
2106805,210680,Mirinzal,MA,mirinzal,14
4116059,411605,Missal,PR,missal,8
2308401,230840,Missão Velha,CE,missao_velha,22
1504604,150460,Mocajuba,PA,mocajuba,9
3530508,353050,Mococa,SP,mococa,20
4210902,421090,Modelo,SC,modelo,1
3142304,314230,Moeda,MG,moeda,2
3142403,314240,Moema,MG,moema,6
2509404,250940,Mogeiro,PB,mogeiro,7
3530607,353060,Mogi das Cruzes,SP,mogi_das_cruzes,39
3530706,353070,Mogi Guaçu,SP,mogi_guacu,28
3530805,353080,Mogi Mirim,SP,mogi_mirim,17
5213400,521340,Moiporá,GO,moipora,4
2804102,280410,Moita Bonita,SE,moita_bonita,9
1504703,150470,Moju,PA,moju,19
1504752,150475,Mojuí dos Campos,PA,mojui_dos_campos,15
2308500,230850,Mombaça,CE,mombaca,14
3530904,353090,Mombuca,SP,mombuca,2
2106904,210690,Monção,MA,moncao,15
3531001,353100,Monções,SP,moncoes,1
4211009,421100,Mondaí,SC,mondai,5
3531100,353110,Mongaguá,SP,mongagua,11
3142502,314250,Monjolos,MG,monjolos,4
2206407,220640,Monsenhor Gil,PI,monsenhor_gil,14
2206506,220650,Monsenhor Hipólito,PI,monsenhor_hipolito,8
3142601,314260,Monsenhor Paulo,MG,monsenhor_paulo,4
2308609,230860,Monsenhor Tabosa,CE,monsenhor_tabosa,8
2509503,250950,Montadas,PB,montadas,7
3142700,314270,Montalvânia,MG,montalvania,11
3203502,320350,Montanha,ES,montanha,8
2407708,240770,Montanhas,RN,montanhas,6
4312351,431235,Montauri,RS,montauri,1
2407807,240780,Monte Alegre,RN,monte_alegre,18
1504802,150480,Monte Alegre,PA,monte_alegre,46
5213509,521350,Monte Alegre de Goiás,GO,monte_alegre_de_goias,3
3142809,314280,Monte Alegre de Minas,MG,monte_alegre_de_minas,6
2804201,280420,Monte Alegre de Sergipe,SE,monte_alegre_de_sergipe,6
2206605,220660,Monte Alegre do Piauí,PI,monte_alegre_do_piaui,6
3531209,353120,Monte Alegre do Sul,SP,monte_alegre_do_sul,3
4312377,431237,Monte Alegre dos Campos,RS,monte_alegre_dos_campos,2
3531308,353130,Monte Alto,SP,monte_alto,10
3531407,353140,Monte Aprazível,SP,monte_aprazivel,7
3142908,314290,Monte Azul,MG,monte_azul,23
3531506,353150,Monte Azul Paulista,SP,monte_azul_paulista,12
3143005,314300,Monte Belo,MG,monte_belo,7
4312385,431238,Monte Belo do Sul,RS,monte_belo_do_sul,1
4211058,421105,Monte Carlo,SC,monte_carlo,5
3143104,314310,Monte Carmelo,MG,monte_carmelo,16
4211108,421110,Monte Castelo,SC,monte_castelo,7
3531605,353160,Monte Castelo,SP,monte_castelo,2
2407906,240790,Monte das Gameleiras,RN,monte_das_gameleiras,3
1713601,171360,Monte do Carmo,TO,monte_do_carmo,2
3143153,314315,Monte Formoso,MG,monte_formoso,4
2509602,250960,Monte Horebe,PB,monte_horebe,3
3531803,353180,Monte Mor,SP,monte_mor,12
1101401,110140,Monte Negro,RO,monte_negro,9
2921500,292150,Monte Santo,BA,monte_santo,40
3143203,314320,Monte Santo de Minas,MG,monte_santo_de_minas,11
1713700,171370,Monte Santo do Tocantins,TO,monte_santo_do_tocantins,1
3143401,314340,Monte Sião,MG,monte_siao,6
2509701,250970,Monteiro,PB,monteiro,31
3531704,353170,Monteiro Lobato,SP,monteiro_lobato,4
2705408,270540,Monteirópolis,AL,monteiropolis,6
4312401,431240,Montenegro,RS,montenegro,15
2107001,210700,Montes Altos,MA,montes_altos,6
3143302,314330,Montes Claros,MG,montes_claros,140
5213707,521370,Montes Claros de Goiás,GO,montes_claros_de_goias,8
3143450,314345,Montezuma,MG,montezuma,6
5213756,521375,Montividiu,GO,montividiu,6
5213772,521377,Montividiu do Norte,GO,montividiu_do_norte,4
2308708,230870,Morada Nova,CE,morada_nova,31
3143500,314350,Morada Nova de Minas,MG,morada_nova_de_minas,8
2308807,230880,Moraújo,CE,moraujo,6
2614303,261430,Moreilândia,PE,moreilandia,7
4116109,411610,Moreira Sales,PR,moreira_sales,5
2609402,260940,Moreno,PE,moreno,19
4312427,431242,Mormaço,RS,mormaco,7
2921609,292160,Morpará,BA,morpara,4
4116208,411620,Morretes,PR,morretes,12
5213806,521380,Morrinhos,GO,morrinhos,17
2308906,230890,Morrinhos,CE,morrinhos,9
4312443,431244,Morrinhos do Sul,RS,morrinhos_do_sul,4
3531902,353190,Morro Agudo,SP,morro_agudo,13
5213855,521385,Morro Agudo de Goiás,GO,morro_agudo_de_goias,1
2206654,220665,Morro Cabeça no Tempo,PI,morro_cabeca_no_tempo,5
4211207,421120,Morro da Fumaça,SC,morro_da_fumaca,11
3143609,314360,Morro da Garça,MG,morro_da_garca,1
2921708,292170,Morro do Chapéu,BA,morro_do_chapeu,37
2206670,220667,Morro do Chapéu do Piauí,PI,morro_do_chapeu_do_piaui,5
3143708,314370,Morro do Pilar,MG,morro_do_pilar,2
4211256,421125,Morro Grande,SC,morro_grande,3
4312450,431245,Morro Redondo,RS,morro_redondo,3
4312476,431247,Morro Reuter,RS,morro_reuter,1
2107100,210710,Morros,MA,morros,12
2921807,292180,Mortugaba,BA,mortugaba,7
3532009,353200,Morungaba,SP,morungaba,8
5213905,521390,Mossâmedes,GO,mossamedes,3
2408003,240800,Mossoró,RN,mossoro,52
4312500,431250,Mostardas,RS,mostardas,6
3532058,353205,Motuca,SP,motuca,2
5214002,521400,Mozarlândia,GO,mozarlandia,5
1504901,150490,Muaná,PA,muana,17
1400308,140030,Mucajaí,RR,mucajai,13
2309003,230900,Mucambo,CE,mucambo,8
2921906,292190,Mucugê,BA,mucuge,12
4312609,431260,Muçum,RS,mucum,2
2922003,292200,Mucuri,BA,mucuri,16
3203601,320360,Mucurici,ES,mucurici,6
4312617,431261,Muitos Capões,RS,muitos_capoes,2
4312625,431262,Muliterno,RS,muliterno,2
2309102,230910,Mulungu,CE,mulungu,6
2509800,250980,Mulungu,PB,mulungu,7
2922052,292205,Mulungu do Morro,BA,mulungu_do_morro,9
2922102,292210,Mundo Novo,BA,mundo_novo,12
5005681,500568,Mundo Novo,MS,mundo_novo,6
5214051,521405,Mundo Novo,GO,mundo_novo,1
3143807,314380,Munhoz,MG,munhoz,4
4116307,411630,Munhoz de Melo,PR,munhoz_de_melo,3
2922201,292220,Muniz Ferreira,BA,muniz_ferreira,4
3203700,320370,Muniz Freire,ES,muniz_freire,8
2922250,292225,Muquém do São Francisco,BA,muquem_do_sao_francisco,14
3203809,320380,Muqui,ES,muqui,10
3143906,314390,Muriaé,MG,muriae,44
2804300,280430,Muribeca,SE,muribeca,7
2705507,270550,Murici,AL,murici,11
2206696,220669,Murici dos Portelas,PI,murici_dos_portelas,6
1713957,171395,Muricilândia,TO,muricilandia,2
2922300,292230,Muritiba,BA,muritiba,10
3532108,353210,Murutinga do Sul,SP,murutinga_do_sul,2
2922409,292240,Mutuípe,BA,mutuipe,16
3144003,314400,Mutum,MG,mutum,12
5214101,521410,Mutunópolis,GO,mutunopolis,4
3144102,314410,Muzambinho,MG,muzambinho,8
3144201,314420,Nacip Raydan,MG,nacip_raydan,1
3532157,353215,Nantes,SP,nantes,2
3144300,314430,Nanuque,MG,nanuque,16
4312658,431265,Não-Me-Toque,RS,nao_me_toque,8
3144359,314435,Naque,MG,naque,5
3532207,353220,Narandiba,SP,narandiba,3
2408102,240810,Natal,RN,natal,88
3144375,314437,Natalândia,MG,natalandia,1
3144409,314440,Natércia,MG,natercia,4
3303104,330310,Natividade,RJ,natividade,7
1714203,171420,Natividade,TO,natividade,6
3532306,353230,Natividade da Serra,SP,natividade_da_serra,3
2509909,250990,Natuba,PB,natuba,6
4211306,421130,Navegantes,SC,navegantes,25
5005707,500570,Naviraí,MS,navirai,16
1714302,171430,Nazaré,TO,nazare,3
2922508,292250,Nazaré,BA,nazare,12
2609501,260950,Nazaré da Mata,PE,nazare_da_mata,20
2206704,220670,Nazaré do Piauí,PI,nazare_do_piaui,9
3532405,353240,Nazaré Paulista,SP,nazare_paulista,4
3144508,314450,Nazareno,MG,nazareno,4
2510006,251000,Nazarezinho,PB,nazarezinho,7
2206720,220672,Nazária,PI,nazaria,5
5214408,521440,Nazário,GO,nazario,5
2804409,280440,Neópolis,SE,neopolis,18
3144607,314460,Nepomuceno,MG,nepomuceno,10
5214507,521450,Nerópolis,GO,neropolis,5
3532504,353250,Neves Paulista,SP,neves_paulista,5
1303007,130300,Nhamundá,AM,nhamunda,14
3532603,353260,Nhandeara,SP,nhandeara,5
4312674,431267,Nicolau Vergueiro,RS,nicolau_vergueiro,1
2922607,292260,Nilo Peçanha,BA,nilo_pecanha,15
3303203,330320,Nilópolis,RJ,nilopolis,19
2107209,210720,Nina Rodrigues,MA,nina_rodrigues,8
3144656,314465,Ninheira,MG,ninheira,8
5005806,500580,Nioaque,MS,nioaque,5
3532702,353270,Nipoã,SP,nipoa,1
5214606,521460,Niquelândia,GO,niquelandia,17
2408201,240820,Nísia Floresta,RN,nisia_floresta,18
3303302,330330,Niterói,RJ,niteroi,73
5105903,510590,Nobres,MT,nobres,7
4312708,431270,Nonoai,RS,nonoai,3
2922656,292265,Nordestina,BA,nordestina,8
1400407,140040,Normandia,RR,normandia,15
5106000,510600,Nortelândia,MT,nortelandia,4
2804458,280445,Nossa Senhora Aparecida,SE,nossa_senhora_aparecida,6
2804508,280450,Nossa Senhora da Glória,SE,nossa_senhora_da_gloria,16
2804607,280460,Nossa Senhora das Dores,SE,nossa_senhora_das_dores,15
4116406,411640,Nossa Senhora das Graças,PR,nossa_senhora_das_gracas,3
2804706,280470,Nossa Senhora de Lourdes,SE,nossa_senhora_de_lourdes,5
2206753,220675,Nossa Senhora de Nazaré,PI,nossa_senhora_de_nazare,4
5106109,510610,Nossa Senhora do Livramento,MT,nossa_senhora_do_livramento,5
2804805,280480,Nossa Senhora do Socorro,SE,nossa_senhora_do_socorro,43
2206803,220680,Nossa Senhora dos Remédios,PI,nossa_senhora_dos_remedios,5
3532801,353280,Nova Aliança,SP,nova_alianca,2
4116505,411650,Nova Aliança do Ivaí,PR,nova_alianca_do_ivai,1
4312757,431275,Nova Alvorada,RS,nova_alvorada,1
5006002,500600,Nova Alvorada do Sul,MS,nova_alvorada_do_sul,7
5214705,521470,Nova América,GO,nova_america,3
4116604,411660,Nova América da Colina,PR,nova_america_da_colina,1
5006200,500620,Nova Andradina,MS,nova_andradina,15
4312807,431280,Nova Araçá,RS,nova_araca,1
5214804,521480,Nova Aurora,GO,nova_aurora,1
4116703,411670,Nova Aurora,PR,nova_aurora,6
5106158,510615,Nova Bandeirantes,MT,nova_bandeirantes,9
4312906,431290,Nova Bassano,RS,nova_bassano,5
3144672,314467,Nova Belém,MG,nova_belem,3
4312955,431295,Nova Boa Vista,RS,nova_boa_vista,1
5106208,510620,Nova Brasilândia,MT,nova_brasilandia,5
1100148,110014,Nova Brasilândia D'Oeste,RO,nova_brasilandia_d_oeste,6
4313003,431300,Nova Bréscia,RS,nova_brescia,2
3532827,353282,Nova Campina,SP,nova_campina,6
2922706,292270,Nova Canaã,BA,nova_canaa,10
5106216,510621,Nova Canaã do Norte,MT,nova_canaa_do_norte,8
3532843,353284,Nova Canaã Paulista,SP,nova_canaa_paulista,2
4313011,431301,Nova Candelária,RS,nova_candelaria,1
4116802,411680,Nova Cantu,PR,nova_cantu,3
3532868,353286,Nova Castilho,SP,nova_castilho,1
2107258,210725,Nova Colinas,MA,nova_colinas,4
5214838,521483,Nova Crixás,GO,nova_crixas,4
2408300,240830,Nova Cruz,RN,nova_cruz,24
3144706,314470,Nova Era,MG,nova_era,7
4211405,421140,Nova Erechim,SC,nova_erechim,1
4116901,411690,Nova Esperança,PR,nova_esperanca,9
1504950,150495,Nova Esperança do Piriá,PA,nova_esperanca_do_piria,9
4116950,411695,Nova Esperança do Sudoeste,PR,nova_esperanca_do_sudoeste,5
4313037,431303,Nova Esperança do Sul,RS,nova_esperanca_do_sul,2
3532900,353290,Nova Europa,SP,nova_europa,6
4117008,411700,Nova Fátima,PR,nova_fatima,2
2922730,292273,Nova Fátima,BA,nova_fatima,4
2510105,251010,Nova Floresta,PB,nova_floresta,6
3303401,330340,Nova Friburgo,RJ,nova_friburgo,30
5214861,521486,Nova Glória,GO,nova_gloria,5
3533007,353300,Nova Granada,SP,nova_granada,8
5108808,510880,Nova Guarita,MT,nova_guarita,5
3533106,353310,Nova Guataporanga,SP,nova_guataporanga,2
4313060,431306,Nova Hartz,RS,nova_hartz,7
2922755,292275,Nova Ibiá,BA,nova_ibia,3
3303500,330350,Nova Iguaçu,RJ,nova_iguacu,65
5214879,521487,Nova Iguaçu de Goiás,GO,nova_iguacu_de_goias,1
3533205,353320,Nova Independência,SP,nova_independencia,3
2107308,210730,Nova Iorque,MA,nova_iorque,2
1504976,150497,Nova Ipixuna,PA,nova_ipixuna,7
4211454,421145,Nova Itaberaba,SC,nova_itaberaba,1
2922805,292280,Nova Itarana,BA,nova_itarana,7
5106182,510618,Nova Lacerda,MT,nova_lacerda,4
4117057,411705,Nova Laranjeiras,PR,nova_laranjeiras,5
3144805,314480,Nova Lima,MG,nova_lima,22
4117107,411710,Nova Londrina,PR,nova_londrina,6
3533304,353330,Nova Luzitânia,SP,nova_luzitania,1
1100338,110033,Nova Mamoré,RO,nova_mamore,8
5108857,510885,Nova Marilândia,MT,nova_marilandia,1
5108907,510890,Nova Maringá,MT,nova_maringa,4
3144904,314490,Nova Módica,MG,nova_modica,2
5108956,510895,Nova Monte Verde,MT,nova_monte_verde,4
5106224,510622,Nova Mutum,MT,nova_mutum,15
5106174,510617,Nova Nazaré,MT,nova_nazare,3
3533403,353340,Nova Odessa,SP,nova_odessa,7
4117206,411720,Nova Olímpia,PR,nova_olimpia,1
5106232,510623,Nova Olímpia,MT,nova_olimpia,7
1714880,171488,Nova Olinda,TO,nova_olinda,3
2510204,251020,Nova Olinda,PB,nova_olinda,5
2309201,230920,Nova Olinda,CE,nova_olinda,12
2107357,210735,Nova Olinda do Maranhão,MA,nova_olinda_do_maranhao,8
1303106,130310,Nova Olinda do Norte,AM,nova_olinda_do_norte,12
4313086,431308,Nova Pádua,RS,nova_padua,1
4313102,431310,Nova Palma,RS,nova_palma,5
2510303,251030,Nova Palmeira,PB,nova_palmeira,5
4313201,431320,Nova Petrópolis,RS,nova_petropolis,8
3145000,314500,Nova Ponte,MG,nova_ponte,5
3145059,314505,Nova Porteirinha,MG,nova_porteirinha,6
4313300,431330,Nova Prata,RS,nova_prata,9
4117255,411725,Nova Prata do Iguaçu,PR,nova_prata_do_iguacu,4
4313334,431333,Nova Ramada,RS,nova_ramada,2
2922854,292285,Nova Redenção,BA,nova_redencao,5
3145109,314510,Nova Resende,MG,nova_resende,9
5214903,521490,Nova Roma,GO,nova_roma,3
4313359,431335,Nova Roma do Sul,RS,nova_roma_do_sul,1
1715002,171500,Nova Rosalândia,TO,nova_rosalandia,3
2309300,230930,Nova Russas,CE,nova_russas,16
4117214,411721,Nova Santa Bárbara,PR,nova_santa_barbara,2
5106190,510619,Nova Santa Helena,MT,nova_santa_helena,2
4313375,431337,Nova Santa Rita,RS,nova_santa_rita,8
2207959,220795,Nova Santa Rita,PI,nova_santa_rita,2
4117222,411722,Nova Santa Rosa,PR,nova_santa_rosa,5
3145208,314520,Nova Serrana,MG,nova_serrana,28
