CD_setor,V01317,V01318,V01319,V01320,V01321,V01322,V01323,V01324,V01325,V01326,V01327,V01328,V01329,V01330,V01331,V01332,V01333,V01334,V01335,V01336,V01337,V01338,V01339,V01340,V01341,V01342,V01343,V01344,V01345,V01346,V01347,V01348,V01349,V01350,V01351,V01352,V01353,V01354,V01355,V01356,V01357,V01358,V01359,V01360,V01361,V01362,V01363,V01364,V01365,V01366,V01367,V01368,V01369,V01370,V01371,V01372,V01373,V01374,V01375,V01376,V01377,V01378,V01379,V01380,V01381,V01382,V01383,V01384,V01385,V01386,V01387,V01388,V01389,V01390,V01391,V01392,V01393,V01394,V01395,V01396,V01397,V01398,V01399,V01400,V01401,V01402,V01403,V01404,V01405,V01406,V01407,V01408,V01409,V01410,V01411
431440705140016,60,,0,8,0,32,,0,,0,28,,0,7,0,21,,0,3,0,13,8,,,0,0,0,3,0,0,0,0,4,12,5,0,,0,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,,0,13,,0,3,0,31,,0,4,0,7,0,0,0,0,0,0,0,0,0,32,,0,,0,5,0,0,0,0,23,,0,7,0
431440705140017,81,7,0,7,0,37,4,0,4,0,44,3,0,3,0,28,,0,,0,16,12,0,,0,0,0,,0,0,0,,9,11,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,0,,0,23,,0,3,0,30,6,0,,0,17,0,0,,0,3,0,0,0,0,34,4,0,4,0,6,0,0,,0,38,3,0,,0
431440705140019,192,11,0,66,,92,6,0,36,0,100,5,0,30,,71,7,0,24,0,31,40,3,4,0,0,12,12,0,0,0,,23,31,16,0,,,,,0,0,0,0,0,0,0,7,11,6,0,0,0,0,0,43,0,0,14,,38,4,0,16,0,87,5,0,28,0,24,,0,8,0,14,0,0,4,0,78,6,0,32,0,15,0,0,5,0,85,5,0,25,
431440705140020,246,22,0,9,0,121,10,0,7,0,125,12,0,,0,101,9,0,3,0,39,62,4,5,0,0,,,0,0,,5,29,43,23,0,0,,,5,0,0,0,0,0,0,,0,,0,0,0,0,0,0,44,6,0,0,0,43,3,0,,0,116,8,0,7,0,43,5,0,0,0,17,,0,0,0,104,8,0,7,0,12,,0,0,0,113,10,0,,0
431440705140021,365,48,0,27,0,181,23,0,13,0,184,25,0,14,0,136,18,0,5,0,61,75,7,11,0,0,,3,0,0,,9,39,48,38,0,,6,6,4,0,0,0,0,0,0,,,3,0,0,0,0,0,0,73,13,0,8,0,81,13,0,10,0,157,16,0,8,0,54,6,0,,0,25,7,0,4,0,156,16,0,9,0,28,3,0,3,0,156,22,0,11,0
431440705140022,272,21,0,56,0,138,7,0,30,0,134,14,0,26,0,104,10,0,16,0,46,58,4,6,0,0,6,10,0,0,,8,24,53,17,0,0,4,5,,0,0,0,0,0,,,9,5,0,0,0,0,0,0,65,3,0,24,0,56,4,0,14,0,122,13,0,18,0,29,,0,0,0,25,,0,8,0,113,6,0,22,0,19,,0,4,0,115,13,0,22,0
431440705150001,764,38,,17,0,363,21,,7,0,401,17,,10,0,309,14,0,3,0,137,172,8,6,0,0,,,0,0,0,9,51,125,124,0,0,3,6,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,94,3,0,8,0,139,12,,,0,312,15,,6,0,219,8,0,,0,35,0,0,,0,328,21,,5,0,29,,0,3,0,372,15,,7,0
431440705150002,299,18,,7,0,143,7,0,3,0,156,11,,4,0,125,4,0,3,0,51,74,,,0,0,0,3,0,0,,3,16,50,55,0,0,,3,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,42,4,0,,0,46,3,0,0,0,121,9,,,0,90,,0,4,0,10,,0,,0,133,6,0,,0,13,,0,0,0,143,9,,4,0
431440705150003,160,11,0,17,0,68,3,0,9,0,92,8,0,8,0,75,6,0,7,0,23,52,0,6,0,0,,5,0,0,0,7,12,34,22,0,0,0,3,3,0,0,0,0,0,0,0,,4,,0,0,0,0,0,27,0,0,5,0,31,,0,,0,72,7,0,8,0,30,3,0,3,0,9,0,0,,0,59,3,0,8,0,,0,0,,0,90,8,0,7,0
431440705150004,469,41,0,45,0,196,16,0,24,0,273,25,0,21,0,226,16,0,16,0,91,135,4,12,0,0,7,9,0,0,0,11,23,75,117,0,0,,8,6,0,0,0,0,0,0,,,7,6,0,0,0,0,0,43,3,0,8,0,82,4,0,11,0,169,24,0,18,0,175,10,0,8,0,8,,0,3,0,188,15,0,21,0,13,0,0,,0,260,25,0,20,0
431440705150005,349,46,0,37,0,171,21,0,21,0,178,25,0,16,0,146,20,0,18,0,75,71,10,10,0,0,10,8,0,0,,,33,54,57,0,,7,6,6,0,0,0,0,0,0,,5,5,7,0,0,0,0,0,54,9,0,3,0,57,10,0,10,0,147,20,0,16,0,91,7,0,8,0,21,3,0,0,0,150,18,0,21,0,18,4,0,,0,160,21,0,14,0
431440705150006,379,52,0,49,0,178,21,0,27,0,201,31,0,22,0,169,24,0,16,0,72,97,7,17,0,0,4,12,0,0,4,6,47,55,57,0,,11,8,3,0,0,0,0,0,,3,8,4,0,0,0,0,0,0,61,3,0,11,0,81,18,0,14,0,155,23,0,21,0,82,8,0,3,0,20,,0,4,0,158,20,0,23,0,27,,0,,0,174,29,0,20,0
431440705150007,373,42,0,42,0,173,21,0,15,0,200,21,0,27,0,150,17,0,16,0,81,69,7,10,0,0,6,10,0,0,0,7,22,57,64,0,0,5,6,6,0,0,0,0,0,0,,5,5,5,0,0,0,0,0,58,7,0,5,0,59,11,0,11,0,153,15,0,16,0,103,9,0,10,0,17,3,0,0,0,156,18,0,15,0,18,,0,,0,182,19,0,25,0
431440705150008,408,49,0,44,,200,20,0,26,0,208,29,0,18,,167,20,0,15,,105,62,8,12,0,0,10,5,0,,,,28,63,73,0,0,6,6,8,0,0,0,0,0,,0,,6,6,0,0,0,,0,64,5,0,14,0,66,14,0,5,0,168,19,0,16,,110,11,0,9,0,20,,0,6,0,180,19,0,20,0,22,,0,4,0,186,27,0,14,
431440705150009,482,118,0,73,0,237,56,0,32,0,245,62,0,41,0,200,46,0,22,0,112,88,22,24,0,0,10,12,0,0,0,3,36,85,76,0,,11,22,11,0,0,0,0,0,0,3,4,6,9,0,0,0,0,0,83,25,0,18,0,61,22,0,15,0,214,55,0,24,0,124,16,0,16,0,26,9,0,7,0,211,47,0,25,0,26,6,0,4,0,219,56,0,37,0
431440705150010,320,63,0,57,0,148,25,0,29,0,172,38,0,28,0,146,24,0,20,0,74,72,10,14,0,0,13,7,0,0,0,,30,53,61,0,,5,9,9,0,0,0,0,0,0,,,12,5,0,0,0,0,0,40,8,0,16,0,52,18,0,8,0,138,25,0,25,0,90,12,0,8,0,12,3,0,6,0,136,22,0,23,0,7,,0,7,0,165,37,0,21,0
431440705150011,432,105,0,46,0,198,47,0,24,0,234,58,0,22,0,188,36,0,19,0,74,114,8,28,0,0,7,12,0,0,0,7,29,78,74,0,,7,14,14,0,0,0,0,0,0,0,4,12,3,0,0,0,0,0,58,18,0,9,0,82,28,0,7,0,173,35,0,23,0,119,24,0,7,0,15,5,0,3,0,183,42,0,21,0,16,6,0,,0,218,52,0,21,0
431440705150012,193,61,0,19,0,81,25,0,13,0,112,36,0,6,0,92,24,0,10,0,24,68,7,17,0,0,5,5,0,0,0,7,15,47,23,0,0,5,8,11,0,0,0,0,0,0,,,3,4,0,0,0,0,0,27,8,0,,0,44,16,0,4,0,88,21,0,10,0,34,16,0,4,0,7,,0,0,0,74,24,0,13,0,,4,0,0,0,110,32,0,6,0
431440705150013,405,169,0,85,0,200,76,0,45,0,205,93,0,40,0,164,74,0,35,0,82,82,36,38,0,0,18,17,0,0,,5,31,69,58,0,,12,33,27,0,0,0,0,0,0,,7,14,13,0,0,0,0,0,64,27,0,17,0,89,36,0,14,0,164,69,0,35,0,88,37,0,19,0,22,7,0,6,0,178,69,0,39,0,24,8,0,6,0,181,85,0,34,0
431440705150014,519,145,0,85,0,252,71,0,38,0,267,74,0,47,0,231,64,0,31,0,115,116,25,39,0,0,17,14,0,0,0,12,45,81,93,0,,15,28,20,0,0,0,0,0,0,4,8,11,8,0,0,0,0,0,71,20,0,10,0,101,41,0,30,0,205,60,0,33,0,142,24,0,12,0,29,6,0,,0,223,65,0,37,0,21,5,0,3,0,246,69,0,44,0
431440705150015,409,171,0,125,0,190,70,0,58,0,219,101,0,67,0,164,74,0,43,0,79,85,25,49,0,0,19,24,0,0,0,13,32,68,51,,8,11,31,23,0,0,0,0,0,0,,13,16,12,0,0,0,0,0,64,33,0,27,0,90,45,0,41,0,170,63,0,40,0,85,30,0,17,0,25,9,0,11,0,165,61,0,47,0,20,12,0,7,0,199,89,0,60,0
431440705150016,575,184,0,196,0,287,90,0,97,0,288,94,0,99,0,237,65,0,65,0,117,120,28,37,0,0,31,34,0,0,0,11,55,105,66,0,5,15,23,22,0,0,0,0,0,0,4,14,32,15,0,0,0,0,0,103,38,0,55,0,123,31,0,52,0,250,86,0,65,0,99,29,0,24,0,36,14,0,19,0,251,76,0,78,0,34,11,0,20,0,254,83,0,79,0
431440705150017,233,78,0,50,0,101,37,0,27,0,132,41,0,23,0,89,31,0,14,0,43,46,15,16,0,0,12,,0,0,0,6,16,29,38,0,0,5,12,14,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,38,13,0,10,0,40,13,0,8,0,91,32,0,23,0,64,20,0,9,0,13,3,0,3,0,88,34,0,24,0,12,4,0,,0,120,37,0,21,0
431440705150018,594,108,,51,3,274,48,0,25,,320,60,,26,,255,37,,20,,133,122,15,22,0,,10,10,0,,0,3,30,88,134,0,0,6,16,15,0,0,0,0,,0,,5,6,8,0,0,0,,0,70,11,0,11,0,93,25,0,7,,229,50,0,19,,202,22,,14,0,22,4,0,,0,252,44,0,23,,23,,0,6,0,297,59,,20,
431440705150019,236,15,0,22,0,94,6,0,10,0,142,9,0,12,0,127,7,0,12,0,57,70,,5,0,0,4,8,0,0,0,10,28,42,47,0,0,,3,,0,0,0,0,0,0,,5,3,,0,0,0,0,0,24,,0,,0,57,,0,7,0,94,9,0,8,0,61,3,0,5,0,4,0,0,0,0,90,6,0,10,0,13,0,0,,0,129,9,0,11,0
431440705150020,142,18,0,42,0,53,10,0,19,0,89,8,0,23,0,82,8,0,23,0,26,56,5,3,0,0,8,15,0,0,,23,18,17,23,0,,,3,,0,0,0,0,0,0,6,6,4,7,0,0,0,0,0,9,,0,7,0,61,8,0,19,0,43,7,0,9,0,29,,0,7,0,3,0,0,3,0,50,10,0,16,0,,0,0,,0,87,8,0,22,0
431440705150021,489,66,,104,0,211,33,,53,0,278,33,,51,0,215,28,,42,0,105,110,15,13,,,26,16,0,0,0,14,40,79,82,0,3,4,11,10,0,,,0,0,0,3,15,14,10,0,0,0,0,0,53,6,0,22,0,123,12,,31,0,186,30,0,36,0,127,18,0,15,0,21,,0,7,0,190,32,,46,0,16,3,0,8,0,262,30,,43,0
431440705150022,358,52,,36,,158,24,0,21,0,200,28,,15,,152,20,0,20,,67,85,6,14,0,0,9,11,0,,0,6,24,56,66,0,,3,8,8,0,0,0,0,0,0,,3,6,10,0,0,0,0,,44,7,0,4,0,75,16,0,6,0,133,17,,12,0,106,12,0,14,,12,4,0,,0,146,20,0,19,0,17,0,0,0,0,183,28,,15,
431440705150023,575,120,,113,0,275,59,,45,0,300,61,0,68,0,232,46,,34,0,97,135,22,24,,0,10,24,0,0,,8,45,95,83,0,4,8,15,19,0,0,0,0,,0,,5,16,11,0,0,0,0,0,92,13,0,24,0,89,31,0,27,0,259,47,0,41,0,135,29,,21,0,32,7,0,8,0,243,52,,37,0,30,,0,6,0,270,59,0,62,0
431440705150024,363,79,0,36,0,171,35,0,9,0,192,44,0,27,0,149,30,0,16,0,70,79,13,17,0,0,5,11,0,0,0,,22,50,76,0,0,5,8,17,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,49,6,0,6,0,57,6,0,4,0,136,35,0,18,0,121,32,0,8,0,12,3,0,,0,159,32,0,8,0,13,,0,,0,179,43,0,25,0
431440705150025,231,67,0,40,0,104,34,0,19,0,127,33,0,21,0,92,23,0,17,0,34,58,8,15,0,0,8,9,0,0,0,3,10,36,43,0,3,9,4,7,0,0,0,0,0,0,0,,9,6,0,0,0,0,0,30,13,0,11,0,39,14,0,8,0,93,28,0,14,0,69,12,0,7,0,12,5,0,4,0,92,29,0,15,0,9,3,0,4,0,118,30,0,17,0
431440705150026,149,26,0,21,0,70,13,0,10,0,79,13,0,11,0,61,10,0,11,0,27,34,4,6,0,0,3,8,0,0,0,3,10,17,31,0,0,,7,,0,0,0,0,0,0,,,,7,0,0,0,0,0,12,,0,,0,32,4,0,,0,52,11,0,8,0,53,9,0,10,0,5,,0,0,0,65,11,0,10,0,,0,0,,0,77,13,0,10,0
431440705150027,314,53,0,46,0,142,27,0,23,0,172,26,0,23,0,127,21,0,18,0,42,85,9,12,0,0,6,12,0,0,0,9,18,45,55,0,0,3,9,9,0,0,0,0,0,0,,5,3,9,0,0,0,0,0,29,8,0,8,0,59,7,0,8,0,129,20,0,17,0,97,18,0,13,0,8,3,0,,0,134,24,0,21,0,4,3,0,3,0,168,23,0,20,0
431440705150028,455,98,0,82,0,208,50,0,32,0,247,48,0,50,0,201,34,0,29,0,89,112,14,20,0,0,10,19,0,0,,7,31,63,99,0,0,10,16,8,0,0,0,0,0,0,,9,14,4,0,0,0,0,0,61,17,0,17,0,72,24,0,22,0,166,47,0,34,0,156,10,0,9,0,23,3,0,3,0,185,47,0,29,0,13,3,0,6,0,234,45,0,44,0
431440705150029,52,6,0,4,0,26,3,0,,0,26,3,0,,0,17,4,0,3,0,6,11,,3,0,0,,,0,0,0,0,4,8,5,0,0,0,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,13,0,0,0,0,10,,0,0,0,19,3,0,,0,10,,0,,0,5,0,0,0,0,21,3,0,,0,,0,0,0,0,24,3,0,,0
431440705150030,180,82,0,101,0,93,32,0,56,0,87,50,0,45,0,59,34,0,24,0,26,33,8,26,0,0,13,11,0,0,0,5,18,23,13,0,,11,13,9,0,0,0,0,0,0,3,9,8,4,0,0,0,0,0,48,10,0,44,0,44,28,0,25,0,68,32,0,27,0,20,12,0,5,0,21,4,0,16,0,72,28,0,40,0,15,,0,10,0,72,48,0,35,0
431440705150031,554,119,0,132,0,256,54,0,69,0,298,65,0,63,0,225,53,0,43,0,101,124,21,32,0,0,21,22,0,0,,18,49,78,79,0,7,18,13,15,0,0,0,0,0,,,16,15,9,0,0,0,0,0,110,20,0,38,0,113,36,0,42,0,211,43,0,42,0,120,20,0,10,0,37,6,0,8,0,219,48,0,61,0,35,3,0,13,0,263,62,0,50,0
431440705150032,258,56,0,52,0,116,20,0,27,0,142,36,0,25,0,107,24,0,22,0,43,64,7,17,0,0,13,9,0,0,0,0,18,43,46,0,0,0,9,15,0,0,0,0,0,0,,5,7,9,0,0,0,0,0,36,3,0,7,0,46,10,0,11,0,100,22,0,23,0,76,21,0,11,0,9,0,0,,0,107,20,0,25,0,14,3,0,,0,128,33,0,23,0
431440705150033,290,78,0,36,0,130,31,0,17,0,160,47,0,19,0,119,33,0,12,0,43,76,13,20,0,0,5,7,0,0,0,3,24,44,48,0,4,7,12,10,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,48,11,0,6,0,52,24,0,10,0,117,24,0,11,0,73,19,0,9,0,14,,0,,0,116,29,0,15,0,12,8,0,,0,148,39,0,17,0
431440705150034,235,120,0,96,0,110,49,0,46,0,125,71,0,50,0,92,43,0,36,0,40,52,17,26,0,0,17,19,0,0,0,4,16,39,33,0,4,15,15,9,0,0,0,0,0,0,,6,15,13,0,0,0,0,0,52,29,0,25,0,47,28,0,21,0,91,47,0,31,0,45,16,0,19,0,22,9,0,7,0,88,40,0,39,0,14,9,0,8,0,111,62,0,42,0
431440705150035,489,122,0,116,0,238,54,0,52,0,251,68,0,64,0,180,51,0,44,0,88,92,26,25,0,0,23,21,0,0,,13,27,65,74,0,,6,18,25,0,0,0,0,0,0,,14,15,14,0,0,0,0,0,82,14,0,20,0,104,20,0,25,0,187,49,0,45,0,116,39,0,26,0,32,,0,8,0,206,52,0,44,0,23,7,0,4,0,228,61,0,60,0
431440705150036,317,163,0,67,0,143,74,0,28,0,174,89,0,39,0,127,71,0,27,0,49,78,25,46,0,0,6,21,0,0,0,4,21,52,50,0,,13,29,27,0,0,0,0,0,0,,7,7,11,0,0,0,0,0,40,17,0,14,0,69,34,0,11,0,123,69,0,27,0,85,43,0,15,0,13,5,0,8,0,130,69,0,20,0,15,5,0,3,0,159,84,0,36,0
431440705150038,437,173,0,68,0,208,76,0,28,0,229,97,0,40,0,170,68,0,27,0,72,98,20,48,0,0,12,15,0,0,0,7,32,57,74,0,,17,23,27,0,0,0,0,0,0,,5,8,12,0,0,0,0,0,67,34,0,13,0,83,31,0,18,0,165,71,0,21,0,122,37,0,16,0,24,13,0,,0,184,63,0,26,0,19,12,0,4,0,210,85,0,36,0
431440705150039,416,44,,65,0,163,15,0,31,0,253,29,,34,0,210,20,0,21,0,84,126,4,16,0,0,10,11,0,0,0,16,34,63,97,0,0,6,5,9,0,0,0,0,0,0,3,3,9,6,0,0,0,0,0,28,6,0,13,0,98,9,,19,0,156,15,,25,0,134,14,0,8,0,8,0,0,6,0,155,15,0,25,0,9,,0,,0,244,28,,32,0
431440705150040,368,52,0,29,,136,26,0,17,0,232,26,0,12,,188,25,0,16,,77,111,12,13,0,0,11,5,0,,0,19,36,43,90,0,,13,5,6,0,0,0,0,0,0,4,6,3,3,0,0,0,0,,31,7,0,5,0,96,21,0,13,0,120,16,0,7,0,121,8,0,4,,10,3,0,,0,126,23,0,16,0,8,,0,0,0,224,24,0,12,
431440705150041,411,65,0,40,0,160,30,0,19,0,251,35,0,21,0,207,25,0,19,0,82,125,9,16,0,0,9,10,0,0,0,12,36,57,102,0,,,11,12,0,0,0,0,0,0,3,6,8,,0,0,0,0,0,33,11,0,5,0,76,11,0,12,0,162,26,0,19,0,140,17,0,4,0,9,4,0,,0,151,26,0,17,0,10,3,0,,0,241,32,0,19,0
431440705150042,368,40,,41,0,158,19,,21,0,210,21,0,20,0,170,20,,21,0,69,101,9,11,,0,9,12,0,0,0,8,30,42,90,0,,,6,10,0,0,,0,0,0,,5,8,6,0,0,0,0,0,45,4,0,8,0,68,8,0,12,0,122,12,,15,0,133,16,0,6,0,15,,0,4,0,143,18,,17,0,14,3,0,,0,196,18,0,18,0
431440705150043,172,39,0,32,0,73,17,0,14,0,99,22,0,18,0,84,19,0,11,0,29,55,6,13,0,0,4,7,0,0,0,5,14,39,26,0,0,3,13,3,0,0,0,0,0,0,0,,8,,0,0,0,0,0,28,6,0,8,0,32,4,0,7,0,78,25,0,15,0,34,4,0,,0,10,,0,,0,63,15,0,13,0,7,0,0,3,0,92,22,0,15,0
431440705150044,280,49,0,68,0,126,25,0,38,0,154,24,0,30,0,123,24,0,29,0,58,65,11,13,0,0,17,12,0,0,,5,27,33,57,0,0,4,13,7,0,0,0,0,0,,,4,14,8,0,0,0,0,0,31,4,0,18,0,59,12,0,13,0,100,26,0,26,0,90,7,0,11,0,15,4,0,5,0,111,21,0,33,0,6,0,0,5,0,148,24,0,25,0
431440705150045,532,175,0,55,0,261,92,0,24,0,271,83,0,31,0,216,76,0,17,0,118,98,44,32,0,0,5,12,0,0,0,6,25,99,86,0,8,14,29,25,0,0,0,0,0,0,,,10,3,0,0,0,0,0,69,20,0,9,0,102,44,0,13,0,229,75,0,26,0,132,36,0,7,0,26,5,0,3,0,235,87,0,21,0,15,7,0,,0,256,76,0,30,0
431440705150046,586,82,0,93,0,294,42,0,52,0,292,40,0,41,0,224,36,0,22,0,140,84,24,12,0,0,13,9,0,0,0,10,34,92,88,0,,12,13,10,0,0,0,0,0,0,,5,9,7,0,0,0,0,0,79,12,0,27,0,107,16,0,21,0,263,40,0,33,0,137,14,0,12,0,30,4,0,10,0,264,38,0,42,0,26,4,0,4,0,266,36,0,37,0
431440705150047,556,113,0,83,,259,54,0,41,,297,59,0,42,0,241,40,0,32,,122,119,25,15,0,0,17,15,,0,0,4,38,83,116,0,,9,15,14,0,0,0,0,0,0,,6,10,15,0,0,,0,0,61,18,0,18,0,102,23,0,18,,223,45,0,29,0,170,27,0,18,0,16,3,0,6,0,243,51,0,35,,19,6,0,6,0,278,53,0,36,0
431440705150048,581,146,0,102,0,275,74,0,46,0,306,72,0,56,0,234,56,0,39,0,116,118,24,32,0,0,18,21,0,0,0,6,43,77,108,0,,12,23,19,0,0,0,0,0,0,,9,17,12,0,0,0,0,0,75,18,0,17,0,115,33,0,26,0,220,66,0,40,0,171,29,0,19,0,28,8,0,5,0,247,66,0,41,0,19,6,0,8,0,287,66,0,48,0
431440705150049,476,38,0,36,0,229,18,0,16,0,247,20,0,20,0,191,15,0,15,0,80,111,4,11,0,0,8,7,0,0,0,5,40,67,79,0,,3,7,4,0,0,0,0,0,0,,4,4,6,0,0,0,0,0,58,8,0,5,0,88,6,0,8,0,195,17,0,10,0,135,7,0,13,0,27,,0,,0,202,16,0,14,0,8,3,0,0,0,239,17,0,20,0
431440705150050,367,39,0,42,0,169,16,0,20,0,198,23,0,22,0,140,14,0,13,0,65,75,8,6,0,0,6,7,0,0,0,7,18,49,66,0,0,3,5,6,0,0,0,0,0,0,,4,3,4,0,0,0,0,0,44,9,0,14,0,71,7,0,11,0,133,13,0,11,0,119,10,0,6,0,17,0,0,7,0,152,16,0,13,0,15,6,0,6,0,183,17,0,16,0
431440705150051,507,85,,58,0,236,43,0,26,0,271,42,,32,0,197,39,0,17,0,104,93,18,21,0,0,5,12,0,0,0,8,24,77,88,0,0,10,12,17,0,0,0,0,0,0,0,,6,9,0,0,0,0,0,65,10,0,16,0,126,15,0,12,0,183,37,0,18,0,133,23,,12,0,24,4,0,5,0,212,39,0,21,0,15,3,0,7,0,256,39,,25,0
431440705150052,349,56,0,45,0,162,26,0,18,0,187,30,0,27,0,133,27,0,13,0,49,84,10,17,0,0,3,10,0,0,,12,31,45,44,0,0,9,13,5,0,0,0,0,0,,,,5,4,0,0,0,0,0,62,7,0,14,0,71,14,0,8,0,140,28,0,14,0,76,7,0,9,0,17,3,0,5,0,145,23,0,13,0,24,3,0,5,0,163,27,0,22,0
431440705150054,546,94,0,56,,251,46,0,25,,295,48,0,31,,242,39,0,23,,99,143,16,23,0,0,10,13,,,,17,89,72,62,,,16,13,8,0,0,0,0,0,0,5,8,9,,0,0,,0,,85,10,0,12,0,120,23,0,12,0,239,52,0,29,,102,9,0,3,,30,5,0,4,0,221,41,0,21,,28,4,0,,0,267,44,0,30,
431440705150055,861,114,0,85,0,415,50,0,37,0,446,64,0,48,0,352,42,0,43,0,126,226,13,29,0,0,20,23,0,0,3,30,169,99,51,0,,25,13,3,0,0,0,0,0,0,4,23,14,,0,0,0,0,0,170,20,0,20,0,197,23,0,21,0,414,60,0,40,0,80,11,0,4,0,71,9,0,3,0,344,41,0,34,0,55,5,0,10,0,391,59,0,38,0
431440705150057,434,35,0,45,0,204,18,0,25,0,230,17,0,20,0,178,12,0,14,0,63,115,4,8,0,0,6,8,0,0,,13,38,69,56,0,0,3,6,3,0,0,0,0,0,0,3,6,4,,0,0,0,0,0,62,6,0,17,0,98,8,0,11,0,174,16,0,16,0,100,5,0,,0,20,,0,10,0,184,16,0,15,0,16,,0,4,0,214,16,0,16,0
431440705150058,636,32,,50,,297,15,0,29,0,339,17,,21,,270,18,,19,,120,150,10,8,0,,7,12,0,,3,14,39,87,127,0,,5,5,7,0,0,0,0,,0,,7,6,5,0,0,,0,0,80,4,0,14,0,110,7,0,9,0,229,13,0,17,,217,8,,10,0,29,,0,7,0,268,13,0,22,0,33,,0,3,0,306,16,,18,
431440705150060,611,54,0,39,0,289,28,0,18,0,322,26,0,21,0,250,21,0,15,0,100,150,8,13,0,0,7,8,0,0,4,13,50,78,105,0,0,3,11,7,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,99,6,0,7,0,120,8,0,9,0,220,24,0,12,0,172,16,0,11,0,30,3,0,3,0,259,25,0,15,0,31,,0,,0,291,25,0,19,0
431440705150061,415,33,0,58,3,175,16,0,27,,240,17,0,31,,177,14,0,20,,73,104,9,5,0,0,11,9,,0,,4,37,53,82,0,0,4,6,4,0,0,0,0,0,0,,4,9,5,0,0,,0,,65,5,0,18,0,63,4,0,12,0,166,17,0,19,,121,7,0,9,,17,,0,,0,158,14,0,25,,22,,0,7,0,218,15,0,24,
431440705150062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431440705150063,606,63,,70,,275,31,,38,0,331,32,0,32,,264,29,,16,0,144,120,17,12,,0,8,8,0,0,0,12,48,89,115,0,,5,11,11,0,0,0,0,,0,,3,3,9,0,0,0,0,0,77,8,0,15,0,122,13,0,23,,230,29,0,19,0,177,13,,13,0,29,0,0,6,0,246,31,,32,0,26,3,0,,0,305,29,0,30,
431440705150064,527,10,0,33,0,253,5,0,17,0,274,5,0,16,0,211,,0,10,0,86,125,,,0,0,3,7,0,0,,18,48,65,79,0,0,,0,,0,0,0,0,0,0,,4,,3,0,0,0,0,0,95,,0,9,0,110,4,0,7,0,198,3,0,13,0,124,,0,4,0,35,0,0,3,0,218,5,0,14,0,31,,0,,0,243,4,0,14,0
431440705150065,607,15,0,46,0,286,9,0,27,0,321,6,0,19,0,262,9,0,18,0,113,149,4,5,0,0,10,8,0,0,,16,49,97,98,0,,3,,4,0,0,0,0,0,,0,,11,4,0,0,0,0,0,98,,0,4,0,96,5,0,13,0,265,3,0,22,0,148,6,0,7,0,41,0,0,,0,245,9,0,25,0,26,0,0,,0,295,6,0,18,0
431440705150066,343,43,0,33,0,158,18,0,18,0,185,25,0,15,0,151,17,0,9,0,61,90,6,11,0,0,4,5,0,0,,10,33,53,53,0,,4,8,4,0,0,0,0,0,0,,,3,,0,0,0,0,0,62,7,0,5,0,51,9,0,8,0,152,21,0,17,0,78,6,0,3,0,21,0,0,,0,137,18,0,17,0,19,3,0,,0,166,22,0,13,0
431440705150067,1314,292,,188,0,606,156,,93,0,708,136,0,95,0,578,140,,77,0,276,302,86,54,,0,40,37,0,0,0,87,292,145,54,,26,67,40,6,0,0,,0,0,0,13,44,14,6,0,0,0,0,0,280,52,0,44,0,465,113,0,70,0,488,119,,67,0,81,8,0,7,0,114,20,0,20,0,492,136,,73,0,90,15,0,15,0,618,121,0,80,0
431440705150068,370,31,0,36,0,182,13,0,20,0,188,18,0,16,0,128,17,0,12,0,55,73,8,9,0,0,8,4,0,0,3,7,36,54,28,0,,8,7,,0,0,0,0,0,0,,4,6,,0,0,0,0,0,74,5,0,10,0,78,8,0,8,0,171,17,0,16,0,47,,0,,0,28,,0,4,0,154,12,0,16,0,25,0,0,4,0,163,18,0,12,0
431440705150070,690,93,,77,,310,41,0,49,0,380,52,,28,,262,36,,28,,104,158,18,18,0,,17,11,0,,,13,51,96,101,0,3,4,10,19,0,0,0,0,,0,0,8,13,7,0,0,,0,0,106,10,0,16,0,148,23,0,17,,286,34,,32,,150,26,,12,0,41,4,0,10,0,269,37,0,39,0,40,3,0,,0,340,49,,26,
431440705150071,620,82,0,65,,290,33,0,35,0,330,49,0,30,,250,29,0,21,0,124,126,11,18,0,0,10,11,0,0,0,,28,78,143,0,,3,7,18,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,79,6,0,16,0,89,14,0,6,,230,35,0,31,0,222,27,0,12,0,32,,0,7,0,258,31,0,28,0,25,,0,4,0,305,47,0,26,
